fade_in_time,stimulus_alpha,fade_out_length,trial_index,animation_performance,button_pressed,within_ITI,bProblem,timing_post_trial,question,time_elapsed,stimulus_side,sProblem,internal_node_id,key_press,rt,responses,Trial,uniqueid,timing_response,reverse,acc,trial_type,trial_began,success,stimulus,train_repeats,fade_out_time,Subject
,,,20,,,,,,,107739,,,0.0-4.0-0.0-1.8-0.8,40,529,,21,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""196.65999999999997"" r=""53.34000000000002"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""546.66"" y=""143.31999999999996"" width=""106.68000000000004"" height=""106.68000000000004"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""196.65999999999997"" r=""53.34000000000002"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,21,,,,,,,108066,,,0.0-4.0-0.0-1.9-0.9,40,325,,22,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""198.565"" r=""51.43500000000002"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""548.5649999999999"" y=""147.12999999999997"" width=""102.87000000000003"" height=""102.87000000000003"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""198.565"" r=""51.43500000000002"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,22,,,,,,,108298,,,0.0-4.0-0.0-1.10-0.10,40,230,,23,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""550.47"" y=""150.93999999999997"" width=""99.06000000000003"" height=""99.06000000000003"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,23,,,,,,,112437,,,0.0-4.0-0.0-1.11-0.11,38,4135,,24,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""202.375"" r=""47.62500000000001"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""552.375"" y=""154.75"" width=""95.25000000000001"" height=""95.25000000000001"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""202.375"" r=""47.62500000000001"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,24,,,,,,,190340,,,0.0-4.0-0.0-1.12-0.12,32,77901,,25,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""550.47"" y=""150.93999999999997"" width=""99.06000000000003"" height=""99.06000000000003"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,25,,,,,,,194351,,,0.0-4.0-1.0,32,4007,,26,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""550.47"" y=""150.93999999999997"" width=""99.06000000000003"" height=""99.06000000000003"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""200.46999999999997"" r=""49.530000000000015"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,2
,,,26,,,,,,,196814,,,0.0-5.0-0.0,32,2463,,27,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",1,,2
,,,27,,,,,,,200053,,,0.0-5.0-1.0,32,3237,,28,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, female faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,2
,,,28,,,,,,,202568,,,0.0-5.0-2.0,32,2514,,29,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a woman's face appeared in the right half       of the screen, press the right key. If a woman's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,2
,,,29,,,,,,,204599,,,0.0-5.0-3.0,32,2029,,30,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,2
,,,30,,,,,,,208782,,,0.0-5.0-4.0,32,4183,,31,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",1,,2
,,,31,,,,,,,224966,,,0.0-5.0-5.0,68,16182,,32,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",1,,2
,,,32,,,,,,,224970,,,0.0-6.0-0.0,,,,33,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,,1,,2
,,,58,,,,,,,379161,,,0.0-7.0-0.0,68,10021,,34,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,2
,,,59,,,,,,,384869,,,0.0-7.0-1.0,68,5706,,35,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at   the plus sign in the middle.<br>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,2
,,,110,,,,,,,688961,,,0.0-8.0-100.0,32,9502,,36,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,2
,,,161,,,,,,,997464,,,0.0-8.0-202.0,32,2346,,37,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,2
,,,212,,,,,,,1276060,,,0.0-8.0-304.0,32,2820,,38,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,2
,,,263,,,,,,,1537438,,,0.0-9.0,32,5148,,39,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<div class='center'>You have completed this part of the study.    <p>You will now answer several questions. Please answer them sincerely,     we remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,2
,,,264,,,,,,,1555306,,,0.0-10.0,,17863,"{""Q0"":""26"",""Q1"":""no""}",40,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-text,,,,1,,2
,,,265,,,,,,,1563595,,,0.0-11.0,,8280,"{""Q0"":""Female"",""Q1"":""Right"",""Q2"":""Yes""}",41,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-multi-choice,,,,1,,2
,,,266,,,,,,,1572285,,,0.0-12.0,,8686,"{""Q0"":4}",42,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-likert,,,,1,,2
,,,267,,,,,,,1591185,,,0.0-13.0,,18898,"{""Q0"":""concentration ""}",43,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-text,,,,1,,2
,,,268,,,,,,,1598188,,,0.0-14.0,,6995,"{""Q0"":""Heterosexual or straight"",""Q1"":""Mostly attracted to females""}",44,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-multi-choice,,,,1,,2
,,,269,,,,,,,1604591,,,0.0-15.0,32,6402,,45,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<div class='center'><p>You will now be presented with a few more statements.	Please read each statement carfully, and indicate the degree to which you agree or disagree with it.</p>    <p>We remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,2
,,,270,,,,,,Iraq,1611980,,,0.0-16.0,,7384,"{""Q0"":6}",46,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,271,,,,,,Environment laws,1615195,,,0.0-17.0,,3211,"{""Q0"":4}",47,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,False,,survey-likert,,,,1,,2
,,,272,,,,,,Homosexuals,1620338,,,0.0-18.0,,5140,"{""Q0"":6}",48,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,273,,,,,,Gun control,1626099,,,0.0-19.0,,5758,"{""Q0"":6}",49,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,274,,,,,,Death penalty,1629211,,,0.0-20.0,,3109,"{""Q0"":3}",50,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,False,,survey-likert,,,,1,,2
,,,275,,,,,,Stem Cell,1632146,,,0.0-21.0,,2933,"{""Q0"":4}",51,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,276,,,,,,Abortion,1640458,,,0.0-22.0,,8309,"{""Q0"":3}",52,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,277,,,,,,Affirmative action,1643274,,,0.0-23.0,,2812,"{""Q0"":4}",53,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,True,,survey-likert,,,,1,,2
,,,278,,,,,,,1646138,,,0.0-24.0,,2860,"{""Q0"":""Yes""}",54,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-multi-choice,,,,1,,2
,,,279,,,,,,,1648834,,,0.0-25.0-0.0,,2694,"{""Q0"":4}",55,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-likert,,,,1,,2
,,,280,,,,,,,1656625,,,0.0-25.0-1.0,,7789,"{""Q0"":""0""}",56,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-text,,,,1,,2
,,,281,,,,,,,1663081,,,0.0-26.0,,6454,"{""Q0"":""0""}",57,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,survey-text,,,,1,,2
,,,282,,,,,,,1672947,,,0.0-27.0,32,9865,,58,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,,,,html-keyboard-response,,,"<div class=""center"">Thank you for participating in this study!<p>    In this study we were interested in examining reaction-times and     precision in a dynamic environment.</p>    <p>Once you press the space bar, your results will be uploaded to the     server, and the HIT will complete. <b>This may take several minutes - do not     refresh or close your browser during this time.</b></p>    <p>Press the space bar to complete this HIT.</p></div>",1,,2
1,0.4,5,0,"{u'stim_duration': [32, 34, 33, 33, 33, 31, 34, 33, 33, 33, 32, 33, 33, 34, 33, 36, 34, 33, 34, 35, 33, 35, 33, 34, 33, 32, 34, 32, 33, 34, 34, 19, 34, 17, 16, 16, 33, 33, 16, 33, 0], u'mond_duration': [40, 67, 66, 67, 67, 69, 66, 67, 66, 66, 68, 67, 67, 66, 67, 67, 63, 66, 66, 66, 66, 66, 65, 66, 66, 68, 67, 67, 67, 66, 66, 99, 48, 82, 83, 84, 68, 67, 83, 84, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,5683,1,0,0.0-0.0-0.0,-1,-1,,1,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,4,,0,bRMS-test,1532018437081,,../static/images/f192.jpg,1,15,3
1,0.4,5,1,"{u'stim_duration': [16, 34, None], u'mond_duration': [64, 66, 85], u'nums': [0, 1, 2]}",,900,0,100,,11404,0,0,0.0-0.0-1.0,-1,-1,,2,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,4,,0,bRMS-test,1532018442832,,../static/images/f290.jpg,1,15,3
1,0.4,5,2,"{u'stim_duration': [41, 34, 33, 34, 16, 33, 34, 38, 33, 48, 33, 34, 33, 34, 33, 33, 32, 33, 23, 33, 35, 34, 33, 35, 33, 34, 33, 32, 34, 33, 33, 34, 34, 33, 33, 31, 31, 38, 34, None], u'mond_duration': [47, 56, 83, 66, 67, 83, 66, 62, 66, 52, 67, 66, 67, 65, 67, 67, 68, 67, 66, 77, 67, 64, 67, 65, 66, 66, 68, 67, 66, 66, 68, 66, 66, 66, 68, 68, 67, 68, 61, 66], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]}",,900,0,100,,17481,1,1,0.0-0.0-2.0,-1,-1,,3,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,4,,0,bRMS-test,1532018448566,,../static/images/f142.jpg,1,15,3
,,,3,,,,,,,22435,,,0.0-2.0,,,,4,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,fullscreen,,True,,1,,3
,,,4,,,,,,,24675,,,0.0-3.0-0.0,32,2237,,5,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'>Welcome to the study!<br>     <p>Your participation will help us investigate human precision and reaction-times in dynamic environments.</p>    <p>Please read the instructions carefully.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,5,,,,,,,32647,,,0.0-3.0-1.0,32,7970,,6,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><p>We will begin by calibrating the experiment       for the size of your screen.</p>      <p>After this short calibration, we will continue to the main task for       this study.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,6,,,,,,,35675,,,0.0-3.0-2.0,32,3028,,7,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><p>For the calibration stage, you will need a coin.</p>      <p>Any US coin will do.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,7,,,,,,,43207,,,0.0-3.0-3.0,32,7532,,8,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><img src='/static/images/coin_demo.jpg' height='400'></img>      <p>You will be asked to position the coin      as shown in the picture. You will place it against your screen,      within an empty circle presented to you.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,8,,,,,,,48483,,,0.0-3.0-4.0,32,5275,,9,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><p>Using the up and down arrow keys,       you will then adjust the size of the empty circle, so that it matches the       size of your coin.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,9,,,,,,,52278,,,0.0-3.0-5.0,32,3794,,10,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><p>Take your time in doing so, as this measurement      will be used throughout the study to make sure images are presented to       you in their correct size.</p>      <p>When you are done adjusting the circle size, press the space bar to       continue to the main task.      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,10,,,,,,,61191,,,0.0-3.0-6.0,32,8911,,11,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'><p>Please have a coin at hand.</p>      <p>Press the space bar to start the calibration stage.</p></div>""]",1,,3
,,,11,,0,,,,,65036,,,0.0-4.0-0.0-0.0,,3843,,12,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",1,,3
,,,12,,,,,,,74994,,,0.0-4.0-0.0-1.0-0.0,40,9955,,13,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.9"" y=""173.8"" width=""76.2"" height=""76.2"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,3
,,,13,,,,,,,76448,,,0.0-4.0-0.0-1.1-0.1,40,1448,,14,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""213.805"" r=""36.195"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""563.805"" y=""177.61"" width=""72.39"" height=""72.39"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""213.805"" r=""36.195"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,3
,,,14,,,,,,,82806,,,0.0-4.0-0.0-1.2-0.2,32,6355,,15,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.71"" r=""34.29"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""565.71"" y=""181.42000000000002"" width=""68.58"" height=""68.58"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""215.71"" r=""34.29"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,3
,,,15,,,,,,,89155,,,0.0-4.0-1.0,32,6345,,16,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.71"" r=""34.29"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""565.71"" y=""181.42000000000002"" width=""68.58"" height=""68.58"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""215.71"" r=""34.29"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,3
,,,16,,,,,,,90396,,,0.0-5.0-0.0,32,1241,,17,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",1,,3
,,,17,,,,,,,98754,,,0.0-5.0-1.0,32,8357,,18,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, female faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,18,,,,,,,110159,,,0.0-5.0-2.0,32,11405,,19,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a woman's face appeared in the right half       of the screen, press the right key. If a woman's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,19,,,,,,,111994,,,0.0-5.0-3.0,32,1834,,20,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,20,,,,,,,120010,,,0.0-5.0-4.0,32,8016,,21,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",1,,3
,,,21,,,,,,,135001,,,0.0-5.0-5.0,75,14988,,22,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",1,,3
,,,22,,,,,,,135005,,,0.0-6.0-0.0,,,,23,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,,1,,3
,,,48,,,,,,,375461,,,0.0-7.0-0.0,68,44236,,24,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,3
